gene_name,old_annotation,GOs,pfams,signalP,TMHMM
LOC105256843,MAD2L1-binding protein,GO:0005634|nucleus; GO:0007096|regulation of exit from mitosis,PF06581|Mad1 and Cdc20-bound-Mad2 binding,0,0
LOC105256844,zinc finger protein 808,GO:0003676|nucleic acid binding; GO:0005634|nucleus; GO:0008270|zinc ion binding,"PF12874|Zinc-finger of C2H2 type; PF12874|Zinc-finger of C2H2 type; PF07776|Zinc-finger associated domain (zf-AD); PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF13912|C2H2-type zinc finger; PF13912|C2H2-type zinc finger",0,0
LOC105256845,transmembrane protein 209,NA,"PF09786|Cytochrome B561, N terminal",0,2
LOC105256846,dynein regulatory complex subunit 7,NA,NA,0,0
LOC105256848,protein distal antenna,GO:0003677|DNA binding,PF04218|CENP-B N-terminal DNA-binding domain,0,0
LOC105256849,uncharacterized protein LOC105256849 isoform X1,GO:0005737|cytoplasm; GO:0007155|cell adhesion; GO:0007349|cellularization; GO:0016020|membrane; GO:0045296|cadherin binding; GO:0051015|actin filament binding,PF05482|Serendipity locus alpha protein (SRY-A),0,0
LOC105256850,uncharacterized protein LOC105256850,NA,NA,1,0
LOC105256851,methionine aminopeptidase 1 isoform X2,NA,"PF00557|Metallopeptidase family M24; PF15801|zf-MYND-like zinc finger, mRNA-binding",0,0
LOC105256852,protein CLEC16A homolog,NA,PF09758|Uncharacterised conserved protein,0,0
LOC105256853,tRNA (cytosine(38)-C(5))-methyltransferase,GO:0008168|methyltransferase activity,PF00145|C-5 cytosine-specific DNA methylase,0,0
LOC105256854,transcription factor MafG,"GO:0003677|DNA binding; GO:0003700|DNA-binding transcription factor activity; GO:0005634|nucleus; GO:0006355|regulation of transcription, DNA-templated",PF03131|bZIP Maf transcription factor,0,0
LOC105256855,kinesin-like protein KIF23 isoform X1,NA,PF16540|Arf6-interacting domain of mitotic kinesin-like protein 1,0,0
LOC105256856,intraflagellar transport protein 122 homolog,GO:0005515|protein binding; GO:0060271|cilium assembly,"PF00400|WD domain, G-beta repeat",0,0
LOC105256857,phosphatidylinositol 5-phosphate 4-kinase type-2 beta isoform X1,GO:0016307|phosphatidylinositol phosphate kinase activity; GO:0046488|phosphatidylinositol metabolic process,PF01504|Phosphatidylinositol-4-phosphate 5-Kinase,0,0
LOC105256858,sodium-dependent nutrient amino acid transporter 1,GO:0016021|integral component of membrane,PF00209|Sodium:neurotransmitter symporter family,0,12
LOC105256859,sodium-dependent nutrient amino acid transporter 1,GO:0016021|integral component of membrane,PF00209|Sodium:neurotransmitter symporter family,0,12
LOC105256860,sodium-dependent nutrient amino acid transporter 1,GO:0016021|integral component of membrane,PF00209|Sodium:neurotransmitter symporter family,0,12
LOC105256861,intraflagellar transport protein 46 homolog,GO:0042073|intraciliary transport,PF12317|Intraflagellar transport complex B protein 46 C terminal,0,0
LOC105256862,H(+)/Cl(-) exchange transporter 7,GO:0005247|voltage-gated chloride channel activity; GO:0006821|chloride transport; GO:0016020|membrane; GO:0055085|transmembrane transport,PF00654|Voltage gated chloride channel; PF00571|CBS domain,0,9
LOC105256863,shootin-1,NA,PF09806|Cyclin-dependent kinase 2-associated protein,0,0
LOC105256865,NA,NA,NA,NA,NA
LOC105256866,diphthine methyltransferase,NA,NA,0,0
LOC105256867,uncharacterized protein LOC105256867 isoform X1,NA,NA,0,4
LOC105256868,RING finger protein unkempt homolog isoform X1,GO:0046872|metal ion binding,"PF18384|Unkempt Zinc finger domain 1 (Znf1); PF00642|Zinc finger C-x8-C-x5-C-x3-H type (and similar); PF13920|Zinc finger, C3HC4 type (RING finger)",0,0
LOC105256869,pupal cuticle protein,NA,NA,1,0
LOC105256871,sodium-independent sulfate anion transporter,GO:0008271|secondary active sulfate transmembrane transporter activity; GO:0008272|sulfate transport; GO:0016021|integral component of membrane; GO:0055085|transmembrane transport,PF01740|STAS domain; PF00916|Sulfate permease family,0,10
LOC105256872,hepatocyte growth factor-regulated tyrosine kinase substrate,GO:0006886|intracellular protein transport; GO:0046872|metal ion binding,PF12210|Hepatocyte growth factor-regulated tyrosine kinase substrate; PF01363|FYVE zinc finger; PF00790|VHS domain,0,0
LOC105256873,histone H3.3,GO:0000786|nucleosome; GO:0003677|DNA binding,PF00125|Core histone H2A/H2B/H3/H4,0,0
LOC105256874,histone H3.3,GO:0000786|nucleosome; GO:0003677|DNA binding,PF00125|Core histone H2A/H2B/H3/H4,0,0
LOC105256875,nuclear distribution protein nudE-like 1-A isoform X2,GO:2000574|regulation of microtubule motor activity,"PF04880|NUDE protein, C-terminal conserved region",0,0
LOC105256876,cuticle protein 2,NA,NA,3,0
LOC105256877,60S ribosomal protein L3,GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,PF00297|Ribosomal protein L3,0,0
LOC105256878,NADH dehydrogenase,NA,PF10249|NADH-ubiquinone oxidoreductase subunit 10,0,0
LOC105256880,meiosis regulator and mRNA stability factor 1 isoform X2,GO:0005777|peroxisome; GO:0010468|regulation of gene expression,PF12872|OST-HTH/LOTUS domain; PF12872|OST-HTH/LOTUS domain; PF12872|OST-HTH/LOTUS domain; PF12872|OST-HTH/LOTUS domain; PF12872|OST-HTH/LOTUS domain; PF11608|Limkain b1; PF01936|NYN domain,0,0
LOC105256881,kalirin isoform X2,GO:0004672|protein kinase activity; GO:0005089|Rho guanyl-nucleotide exchange factor activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation; GO:0007411|axon guidance; GO:0007417|central nervous system development; GO:0035023|regulation of Rho protein signal transduction,PF00621|RhoGEF domain; PF00621|RhoGEF domain; PF13716|Divergent CRAL/TRIO domain; PF00069|Protein kinase domain; PF07679|Immunoglobulin I-set domain; PF00435|Spectrin repeat; PF00435|Spectrin repeat; PF00435|Spectrin repeat,0,0
LOC105256883,intraflagellar transport protein 56 isoform X2,GO:0005515|protein binding,PF14559|Tetratricopeptide repeat; PF13174|Tetratricopeptide repeat,0,0
LOC105256884,prominin-like protein isoform X3,GO:0016021|integral component of membrane,PF05478|Prominin,0,5
LOC105256885,uncharacterized protein LOC105256885,NA,PF03098|Animal haem peroxidase,0,0
LOC105256886,UPF0692 protein CG33108 isoform X2,NA,NA,0,0
LOC105256887,uncharacterized protein LOC105256887 isoform X3,GO:0007165|signal transduction,PF13637|Ankyrin repeats (many copies); PF00788|Ras association (RalGDS/AF-6) domain,0,0
LOC105256888,carnosine N-methyltransferase,NA,PF07942|N2227-like protein,0,0
LOC105256889,protein KTI12 homolog,NA,PF08433|Chromatin associated protein KTI12,0,0
LOC105256890,vacuolar protein sorting-associated protein 8 homolog,NA,PF12816|Golgi CORVET complex core vacuolar protein 8,0,0
LOC105256891,ubiquitin carboxyl-terminal hydrolase 36,GO:0016579|protein deubiquitination; GO:0036459|thiol-dependent ubiquitinyl hydrolase activity,PF00443|Ubiquitin carboxyl-terminal hydrolase,0,0
LOC105256892,uncharacterized protein LOC105256892,NA,NA,0,2
LOC105256893,putative E3 ubiquitin-protein ligase UBR7,GO:0008270|zinc ion binding; GO:0061630|ubiquitin protein ligase activity,PF02207|Putative zinc finger in N-recognin (UBR box),0,0
LOC105256894,protein PFC0760c,GO:0005814|centriole; GO:0007099|centriole replication; GO:0032465|regulation of cytokinesis,PF16025|Calcium-dependent calmodulin binding,0,0
LOC105256895,uncharacterized protein LOC105256895 isoform X2,NA,NA,0,2
LOC105256896,tolloid-like protein 2 isoform X2,GO:0004222|metalloendopeptidase activity; GO:0005509|calcium ion binding; GO:0006508|proteolysis,PF01400|Astacin (Peptidase family M12A); PF14670|Coagulation Factor Xa inhibitory site; PF00431|CUB domain; PF00431|CUB domain; PF00431|CUB domain; PF00431|CUB domain; PF00431|CUB domain; PF07645|Calcium-binding EGF domain,1,0
LOC105256898,uncharacterized protein LOC105256898 isoform X1,NA,NA,0,0
LOC105256899,flocculation protein FLO11 isoform X1,GO:0005576|extracellular region; GO:0006030|chitin metabolic process; GO:0008061|chitin binding,PF01607|Chitin binding Peritrophin-A domain; PF01607|Chitin binding Peritrophin-A domain; PF01607|Chitin binding Peritrophin-A domain; PF01607|Chitin binding Peritrophin-A domain; PF01607|Chitin binding Peritrophin-A domain; PF01607|Chitin binding Peritrophin-A domain; PF01391|Collagen triple helix repeat (20 copies); PF01391|Collagen triple helix repeat (20 copies),1,0
LOC105256901,fatty acyl-CoA reductase 1-like,GO:0080019|fatty-acyl-CoA reductase (alcohol-forming) activity,PF03015|Male sterility protein; PF07993|Male sterility protein,0,2
LOC105256902,MFS-type transporter SLC18B1,GO:0005887|integral component of plasma membrane; GO:0055085|transmembrane transport,PF07690|Major Facilitator Superfamily,0,12
LOC105256903,NA,NA,NA,NA,NA
LOC105256905,cytochrome P450 4C1-like,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450,1,1
LOC105256906,host cell factor,GO:0005515|protein binding; GO:0048188|Set1C/COMPASS complex; GO:0071339|MLL1 complex,PF01344|Kelch motif; PF01344|Kelch motif; PF13854|Kelch motif,0,0
LOC105256908,putative fatty acyl-CoA reductase CG5065 isoform X1,GO:0080019|fatty-acyl-CoA reductase (alcohol-forming) activity,PF03015|Male sterility protein; PF07993|Male sterility protein,0,1
LOC105256909,LOW QUALITY PROTEIN: puromycin-sensitive aminopeptidase-like protein,GO:0008237|metallopeptidase activity; GO:0008270|zinc ion binding,PF01433|Peptidase family M1 domain; PF11838|ERAP1-like C-terminal domain; PF17900|Peptidase M1 N-terminal domain,1,0
LOC105256910,peroxisomal leader peptide-processing protease isoform X1,GO:0004252|serine-type endopeptidase activity; GO:0005777|peroxisome; GO:0016485|protein processing,PF13365|Trypsin-like peptidase domain,0,0
LOC105256911,protein fuzzy homolog,NA,NA,0,0
LOC105256912,programmed cell death protein 2-like,GO:0005737|cytoplasm,"PF04194|Programmed cell death protein 2, C-terminal putative domain",0,0
LOC105256913,"acyl-CoA dehydrogenase family member 9, mitochondrial","GO:0016627|oxidoreductase activity, acting on the CH-CH group of donors; GO:0050660|flavin adenine dinucleotide binding; GO:0055114|oxidation-reduction process","PF00441|Acyl-CoA dehydrogenase, C-terminal domain; PF02771|Acyl-CoA dehydrogenase, N-terminal domain; PF02770|Acyl-CoA dehydrogenase, middle domain",0,0
LOC105256914,"glutamate receptor ionotropic, delta-2 isoform X1",NA,NA,1,3
LOC105256915,acyl-CoA Delta(11) desaturase,"GO:0006629|lipid metabolic process; GO:0016717|oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water; GO:0055114|oxidation-reduction process",PF00487|Fatty acid desaturase,0,4
LOC105256916,acyl-CoA Delta(11) desaturase,"GO:0006629|lipid metabolic process; GO:0016717|oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water; GO:0055114|oxidation-reduction process",PF00487|Fatty acid desaturase,0,3
LOC105256917,acyl-CoA Delta(11) desaturase isoform X1,"GO:0006629|lipid metabolic process; GO:0016717|oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water; GO:0055114|oxidation-reduction process",PF00487|Fatty acid desaturase,0,3
LOC105256918,acyl-CoA Delta(11) desaturase,"GO:0006629|lipid metabolic process; GO:0016717|oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water; GO:0055114|oxidation-reduction process",PF00487|Fatty acid desaturase,0,4
LOC105256919,acyl-CoA Delta(11) desaturase,"GO:0016717|oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water; GO:0055114|oxidation-reduction process",NA,0,4
LOC105256920,acyl-CoA Delta(11) desaturase,"GO:0006629|lipid metabolic process; GO:0016717|oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water; GO:0055114|oxidation-reduction process",PF00487|Fatty acid desaturase,0,4
LOC105256921,acyl-CoA Delta(11) desaturase,"GO:0006629|lipid metabolic process; GO:0016717|oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water; GO:0055114|oxidation-reduction process",PF00487|Fatty acid desaturase,0,4
LOC105256922,glutamyl aminopeptidase,GO:0008237|metallopeptidase activity; GO:0008270|zinc ion binding,PF11838|ERAP1-like C-terminal domain; PF01433|Peptidase family M1 domain; PF17900|Peptidase M1 N-terminal domain,0,1
LOC105256923,phosphofurin acidic cluster sorting protein 2 isoform X1,NA,PF10254|PACS-1 cytosolic sorting protein,0,0
LOC105256924,pyrokinin-1 receptor isoform X1,GO:0004930|G protein-coupled receptor activity; GO:0007186|G protein-coupled receptor signaling pathway; GO:0016021|integral component of membrane,PF00001|7 transmembrane receptor (rhodopsin family),0,7
LOC105256925,glutathione S-transferase-like,GO:0005515|protein binding,"PF02798|Glutathione S-transferase, N-terminal domain; PF14497|Glutathione S-transferase, C-terminal domain",0,0
LOC105256926,glutathione S-transferase,GO:0005515|protein binding,"PF14497|Glutathione S-transferase, C-terminal domain; PF02798|Glutathione S-transferase, N-terminal domain",0,0
LOC105256927,glutathione S-transferase-like,GO:0005515|protein binding,"PF02798|Glutathione S-transferase, N-terminal domain; PF14497|Glutathione S-transferase, C-terminal domain",0,0
LOC105256928,zinc finger protein 568-like isoform X2,GO:0003676|nucleic acid binding; GO:0005634|nucleus; GO:0008270|zinc ion binding,"PF07776|Zinc-finger associated domain (zf-AD); PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF13912|C2H2-type zinc finger",0,0
LOC105256930,uncharacterized protein LOC105256930,GO:0005515|protein binding,"PF02798|Glutathione S-transferase, N-terminal domain; PF02798|Glutathione S-transferase, N-terminal domain; PF14497|Glutathione S-transferase, C-terminal domain; PF14497|Glutathione S-transferase, C-terminal domain",0,0
LOC105256932,NA,NA,NA,NA,NA
LOC105256934,zinc finger protein 708,GO:0003676|nucleic acid binding,"PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type",0,0
LOC105256936,"myosin light chain kinase, smooth muscle",GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation,PF00069|Protein kinase domain,0,0
LOC105256937,GPN-loop GTPase 3,NA,PF03029|Conserved hypothetical ATP binding protein,0,0
LOC105256938,PHD finger protein 12,"GO:0003714|transcription corepressor activity; GO:0045892|negative regulation of transcription, DNA-templated",PF00628|PHD-finger; PF00628|PHD-finger; PF16737|PHD finger protein 12 MRG binding domain,0,1
LOC105256939,eukaryotic translation initiation factor 4E,GO:0003743|translation initiation factor activity; GO:0006413|translational initiation,PF01652|Eukaryotic initiation factor 4E,0,0
LOC105256940,"39S ribosomal protein L18, mitochondrial",GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,NA,0,0
LOC105256941,protein Wnt-5b,GO:0005102|signaling receptor binding; GO:0005576|extracellular region; GO:0007275|multicellular organism development; GO:0016055|Wnt signaling pathway,PF00110|wnt family,0,1
LOC105256942,transmembrane emp24 domain-containing protein 2,NA,PF01105|emp24/gp25L/p24 family/GOLD,1,1
LOC105256943,protein ABHD11 isoform X2,NA,PF12697|Alpha/beta hydrolase family,0,0
LOC105256944,protein unc-119 homolog,NA,"PF05351|GMP-PDE, delta subunit",0,0
LOC105256945,serine/threonine-protein kinase mTOR isoform X2,GO:0004674|protein serine/threonine kinase activity; GO:0005515|protein binding; GO:0044877|protein-containing complex binding,PF08771|FKBP12-rapamycin binding domain; PF02260|FATC domain; PF02259|FAT domain; PF00454|Phosphatidylinositol 3- and 4-kinase; PF11865|Domain of unknown function (DUF3385),0,0
LOC105256946,ubiquitin conjugation factor E4 B,GO:0000151|ubiquitin ligase complex; GO:0006511|ubiquitin-dependent protein catabolic process; GO:0016567|protein ubiquitination; GO:0034450|ubiquitin-ubiquitin ligase activity,PF10408|Ubiquitin elongating factor core; PF04564|U-box domain,0,0
LOC105256947,uncharacterized protein LOC105256947,NA,PF00383|Cytidine and deoxycytidylate deaminase zinc-binding region,0,0
LOC105256948,fas-associated death domain protein,GO:0005515|protein binding; GO:0007165|signal transduction,PF00531|Death domain,0,0
