sc16a_gene,gene_name,GOs,pfams,signalP,TMHMM,sc16a_ccl_up_down,sc16a_ccd_up_down,ccl_ccd_up_down
Ophio5|4205,XA68_14184,GO:0005515|protein binding,PF00400.27|WD40;PF00400.27|WD40,,NA,Up,Up,Up
Ophio5|4206,XA68_14185,,PF08737.5|Rgp1,,NA,Down,Down,Up
Ophio5|4207,XA68_14186,,,,NA,Up,Up,Down
Ophio5|4208,XA68_14187,,PF04438.11|zf-HIT,,NA,Up,Up,Down
Ophio5|4209,XA68_14188,GO:0051536|iron-sulfur cluster binding;GO:0016226|iron-sulfur cluster assembly;GO:0005506|iron ion binding,PF08712.6|Nfu_N;PF01106.12|NifU,,NA,Down,Down,Down
Ophio5|421,XA68_10418,GO:0005515|protein binding,PF12796.2|Ank_2;PF00023.25|Ank;PF13637.1|Ank_4;PF13637.1|Ank_4;PF13857.1|Ank_5;PF13606.1|Ank_3,,NA,Down,Down,Up
Ophio5|4210,XA68_14189,,,,NA,Down,Down,Down
Ophio5|4211,XA68_14190,,PF04468.7|PSP1,,NA,Up,Up,Down
Ophio5|4212,XA68_14191,GO:0006412|translation;GO:0005840|ribosome;GO:0003735|structural constituent of ribosome,PF00827.12|Ribosomal_L15e,,NA,Up,Up,Down
Ophio5|4213,XA68_14192,GO:0003723|RNA binding,PF00806.14|PUF;PF00806.14|PUF;PF00806.14|PUF;PF00806.14|PUF;PF00806.14|PUF;PF00806.14|PUF;PF00806.14|PUF,,NA,Down,Down,Up
Ophio5|4214,XA68_14193,,,,NA,Down,Down,Down
Ophio5|4215,XA68_14194,,,,NA,Down,Down,Up
Ophio5|4216,XA68_14195,,PF06985.6|HET,,NA,Down,Down,Down
Ophio5|4217,XA68_14196,GO:0022857|transmembrane transporter activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport,PF00083.19|Sugar_tr;PF07690.11|MFS_1,,10,Up,Down,Down
Ophio5|4218,XA68_14197,"GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0008270|zinc ion binding;GO:0003677|DNA binding;GO:0006355|regulation of transcription, DNA-templated;GO:0005634|nucleus;GO:0006351|transcription, DNA-templated",PF00172.13|Zn_clus;PF04082.13|Fungal_trans,,NA,Up,Up,Down
Ophio5|4219,XA68_14198,,,,NA,Down,Down,Up
Ophio5|422,XA68_10419,GO:0016787|hydrolase activity;GO:0008152|metabolic process,PF07859.8|Abhydrolase_3,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Up,Up,Down
Ophio5|4220,XA68_14199,,,,2,Down,Down,Down
Ophio5|4221,XA68_14200,GO:0008608|attachment of spindle microtubules to kinetochore;GO:0042729|DASH complex;GO:0005876|spindle microtubule,PF08657.5|DASH_Spc34,,NA,Down,Down,Up
Ophio5|4222,XA68_14201,,PF05686.7|Glyco_transf_90,,1,Down,Down,Down
Ophio5|4223,XA68_14202,,PF11719.3|Drc1-Sld2,,NA,Up,Up,Down
Ophio5|4224,XA68_14203,,,SignalP: has predicted secretion signal,NA,Down,Down,Up
Ophio5|4225,XA68_14204,GO:0005515|protein binding,PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40,,NA,Down,Down,Up
Ophio5|4226,XA68_14205,,,,NA,Down,Down,Down
Ophio5|4227,XA68_14206,GO:0015940|pantothenate biosynthetic process;GO:0004592|pantoate-beta-alanine ligase activity,PF02569.10|Pantoate_ligase,,NA,Down,Down,Up
Ophio5|4228,XA68_14207,"GO:0016746|transferase activity, transferring acyl groups;GO:0008152|metabolic process",PF01553.16|Acyltransferase,,NA,Up,Down,Down
Ophio5|4229,XA68_14208,GO:0000172|ribonuclease MRP complex;GO:0006379|mRNA cleavage;GO:0008033|tRNA processing;GO:0030677|ribonuclease P complex;GO:0004540|ribonuclease activity;GO:0003723|RNA binding;GO:0006364|rRNA processing,PF01868.11|UPF0086,,NA,Up,Up,Up
Ophio5|423,XA68_10420,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Up,Up,Down
Ophio5|4230,XA68_14209,GO:0005515|protein binding,PF02213.11|GYF,,NA,Down,Down,Down
Ophio5|4231,XA68_14210,,PF13414.1|TPR_11;PF07719.12|TPR_2;PF13432.1|TPR_16,,NA,Down,Down,Up
Ophio5|4232,XA68_14211,,,,NA,Down,Up,Up
Ophio5|4233,XA68_14212,,PF10383.4|Clr2,,NA,Down,Up,Up
Ophio5|4234,XA68_14213,GO:0006281|DNA repair;GO:0030915|Smc5-Smc6 complex,PF07574.8|SMC_Nse1;PF08746.6|zf-RING-like,,NA,Up,Up,Down
Ophio5|4235,XA68_14214,,,,1,Down,Down,Down
Ophio5|4236,XA68_14215,GO:0005515|protein binding,PF00622.23|SPRY,,NA,Up,Down,Down
Ophio5|4237,XA68_14216,GO:0016021|integral component of membrane;GO:0055085|transmembrane transport,PF07690.11|MFS_1,,12,Down,Down,Down
Ophio5|4238,XA68_14217,,,,NA,Up,Up,Down
Ophio5|4239,XA68_14218,,,,NA,Up,Down,Down
Ophio5|424,XA68_10421,GO:0005515|protein binding,PF13417.1|GST_N_3,,NA,Down,Down,Down
Ophio5|4240,XA68_14219,,PF05368.8|NmrA;PF13460.1|NAD_binding_10,,NA,Up,Down,Down
Ophio5|4241,XA68_14220,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Up,Up,Down
Ophio5|4242,XA68_14221,GO:0005576|extracellular region;GO:0009405|pathogenesis;GO:0003824|catalytic activity,PF01375.12|Enterotoxin_a,SignalP: has predicted secretion signal,NA,Up,Up,Down
Ophio5|4243,XA68_14222,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Up,Up,Down
Ophio5|4244,XA68_14223,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Down,Down,Down
Ophio5|4245,XA68_14224,GO:0016787|hydrolase activity,PF00149.23|Metallophos,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Down,Down,Down
Ophio5|4246,XA68_14225,,,,NA,Down,Down,Down
Ophio5|4247,XA68_14226,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,=,=,=
Ophio5|4248,XA68_14227,GO:0008138|protein tyrosine/serine/threonine phosphatase activity;GO:0006470|protein dephosphorylation,PF00782.15|DSPc,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Down,Down,Up
Ophio5|4249,XA68_14228,,,,NA,Down,Down,Up
Ophio5|425,XA68_10422,GO:0003824|catalytic activity;GO:0008152|metabolic process,PF00501.23|AMP-binding;PF00668.15|Condensation,,NA,Up,Up,Up
Ophio5|4250,XA68_14229,GO:0004540|ribonuclease activity;GO:0003723|RNA binding,PF00773.14|RNB;PF13638.1|PIN_4,,NA,Up,Up,Up
Ophio5|4251,XA68_14230,GO:0005525|GTP binding,PF08701.6|GN3L_Grn1;PF01926.18|MMR_HSR1,,NA,Up,Up,Up
Ophio5|4252,XA68_14231,,PF12874.2|zf-met,,NA,Up,Up,Up
Ophio5|4253,XA68_14232,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,PF00069.20|Pkinase;PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr,,NA,Up,Up,Up
Ophio5|4254,XA68_14233,,PF11711.3|Tim54,,NA,Up,Up,Up
Ophio5|4255,XA68_14234,,PF10187.4|Nefa_Nip30_N,,NA,Up,Up,Down
Ophio5|4256,XA68_14235,GO:0000079|regulation of cyclin-dependent protein serine/threonine kinase activity;GO:0019901|protein kinase binding,PF08613.6|Cyclin,,NA,Up,Up,Up
Ophio5|4257,XA68_14236,,PF08696.6|Dna2;PF13087.1|AAA_12;PF13086.1|AAA_11;PF13086.1|AAA_11;PF13604.1|AAA_30;PF13245.1|AAA_19;PF01930.12|Cas_Cas4;PF12705.2|PDDEXK_1,,NA,Up,Up,Down
Ophio5|4258,XA68_14237,,,,NA,Up,Up,Up
Ophio5|4259,XA68_14238,,PF11489.3|DUF3210,,NA,Down,Down,Up
Ophio5|426,XA68_10423,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Down,Down,=
Ophio5|4260,XA68_14239,GO:0016021|integral component of membrane,PF10233.4|Cg6151-P,,4,Down,Down,Up
Ophio5|4261,XA68_14240,,PF02423.10|OCD_Mu_crystall,,NA,Up,Up,Up
Ophio5|4262,XA68_14241,"GO:0008152|metabolic process;GO:0016747|transferase activity, transferring acyl groups other than amino-acyl groups",PF00108.18|Thiolase_N;PF02803.13|Thiolase_C,,NA,Up,Up,Down
Ophio5|4263,XA68_14242,GO:0055114|oxidation-reduction process;GO:0033743|peptide-methionine (R)-S-oxide reductase activity,PF01641.13|SelR,,NA,Up,Up,Up
Ophio5|4264,XA68_14243,GO:0008270|zinc ion binding;GO:0008060|ARF GTPase activator activity;GO:0032312|regulation of ARF GTPase activity,PF01412.13|ArfGap,,NA,Down,Up,Up
Ophio5|4265,XA68_14244,,,,3,Up,Up,Up
Ophio5|4266,NA,,PF07039.6|DUF1325,,NA,Down,Up,Up
Ophio5|4267,NA,GO:0004476|mannose-6-phosphate isomerase activity;GO:0005975|carbohydrate metabolic process;GO:0008270|zinc ion binding,PF01238.16|PMI_typeI,,NA,Up,Up,Up
Ophio5|4268,NA,,,,NA,Down,Up,Up
Ophio5|4269,NA,GO:0005515|protein binding,PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF08154.7|NLE,,NA,Down,Up,Up
Ophio5|427,XA68_10424,GO:0044267|cellular protein metabolic process;GO:0005524|ATP binding,PF00118.19|Cpn60_TCP1,,NA,Down,Up,Up
Ophio5|4270,NA,GO:0003676|nucleic acid binding;GO:0008408|3'-5' exonuclease activity;GO:0006139|nucleobase-containing compound metabolic process,PF01612.15|DNA_pol_A_exo1,,NA,Up,Up,Down
Ophio5|4271,NA,,PF01423.17|LSM,,NA,Down,Up,Up
Ophio5|4272,NA,"GO:0046983|protein dimerization activity;GO:0006351|transcription, DNA-templated",PF13656.1|RNA_pol_L_2;PF01193.19|RNA_pol_L,,NA,Up,Up,Up
Ophio5|4273,NA,,,,1,Down,Up,Up
Ophio5|4274,NA,,,,NA,Down,Down,Up
Ophio5|4275,NA,GO:0008270|zinc ion binding;GO:0004222|metalloendopeptidase activity;GO:0016021|integral component of membrane;GO:0005524|ATP binding;GO:0006508|proteolysis,PF01434.13|Peptidase_M41;PF00004.24|AAA;PF06480.10|FtsH_ext,,NA,Down,Down,Up
Ophio5|4276,NA,,,,NA,Down,Down,Down
Ophio5|4277,NA,GO:0006820|anion transport;GO:0016021|integral component of membrane,PF00955.16|HCO3_cotransp;PF00955.16|HCO3_cotransp,,11,Up,Up,Down
Ophio5|4278,XA68_14257,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,PF00069.20|Pkinase,,NA,Down,Down,Up
Ophio5|4279,XA68_14258,,,,NA,=,=,=
Ophio5|428,XA68_10425,,PF09337.5|zf-H2C2,,NA,Down,Down,Up
Ophio5|4280,XA68_14259,,,,NA,Down,Down,Up
Ophio5|4281,XA68_14260,,PF05670.8|DUF814,,NA,Up,Down,Down
Ophio5|4282,XA68_14261,,,,NA,Down,Up,Up
Ophio5|4283,XA68_14262,,PF02889.11|Sec63;PF00226.26|DnaJ,,4,Down,Down,Down
Ophio5|4284,XA68_14263,GO:0008152|metabolic process;GO:0008168|methyltransferase activity,PF13489.1|Methyltransf_23;PF08241.7|Methyltransf_11;PF08242.7|Methyltransf_12;PF12847.2|Methyltransf_18;PF13847.1|Methyltransf_31;PF13649.1|Methyltransf_25,,NA,Up,Up,Up
Ophio5|4285,XA68_14264,,,,NA,Down,Up,Up
Ophio5|4286,XA68_14265,GO:0005544|calcium-dependent phospholipid binding;GO:0005509|calcium ion binding,PF00191.15|Annexin,,NA,Up,Up,Down
Ophio5|4287,XA68_14266,,PF11923.3|DUF3441;PF05833.6|FbpA;PF05833.6|FbpA;PF05670.8|DUF814,,NA,Up,Up,Up
Ophio5|4288,XA68_14267,,,,NA,Up,Up,Up
Ophio5|4289,XA68_14268,GO:0006508|proteolysis;GO:0004197|cysteine-type endopeptidase activity,PF03051.10|Peptidase_C1_2,,NA,Down,Down,Up
Ophio5|429,XA68_10426,GO:0006412|translation;GO:0005840|ribosome;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular,PF00318.15|Ribosomal_S2,,NA,Down,Down,Up
Ophio5|4290,XA68_14269,,,,NA,Down,Down,Down
Ophio5|4291,XA68_14270,"GO:0051287|NAD binding;GO:0055114|oxidation-reduction process;GO:0016620|oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",PF04768.8|DUF619;PF00696.23|AA_kinase;PF01118.19|Semialdhyde_dh,,NA,Up,Up,Up
Ophio5|4292,XA68_14271,,PF00248.16|Aldo_ket_red,,NA,Down,Down,Down
Ophio5|4293,XA68_14272,"GO:0003676|nucleic acid binding;GO:0004386|helicase activity;GO:0016818|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;GO:0005524|ATP binding;GO:0046872|metal ion binding;GO:0008270|zinc ion binding;GO:0003677|DNA binding",PF00176.18|SNF2_N;PF08797.6|HIRAN;PF00271.26|Helicase_C;PF13923.1|zf-C3HC4_2;PF00097.20|zf-C3HC4,,NA,Up,Up,Down
Ophio5|4294,XA68_14273,GO:0006412|translation;GO:0005840|ribosome;GO:0003735|structural constituent of ribosome;GO:0016740|transferase activity;GO:0009058|biosynthetic process;GO:0019843|rRNA binding,PF00494.14|SQS_PSY;PF01250.12|Ribosomal_S6,,NA,Down,Down,Down
Ophio5|4295,XA68_14274,,PF03556.10|Cullin_binding;PF14555.1|UBA_4,,NA,Up,Up,Up
Ophio5|4296,XA68_14275,,PF12738.2|PTCB-BRCT;PF12738.2|PTCB-BRCT;PF12738.2|PTCB-BRCT;PF00533.21|BRCT;PF00533.21|BRCT,,NA,Up,Up,Down
Ophio5|4297,XA68_14276,,PF12511.3|DUF3716,,NA,Up,Up,Down
Ophio5|4298,XA68_14277,,,,NA,Up,Down,Down
Ophio5|4299,XA68_14278,,PF12271.3|Chs3p,,7,Down,Down,Down
Ophio5|43,XA68_10037,GO:0003824|catalytic activity,PF00899.16|ThiF;PF05237.8|MoeZ_MoeB;PF00581.15|Rhodanese,,1,Up,Up,Down
Ophio5|430,XA68_10427,GO:0030554|adenyl nucleotide binding;GO:0005515|protein binding,PF00571.23|CBS;PF00571.23|CBS;PF00571.23|CBS;PF00571.23|CBS;PF00564.19|PB1,,1,Down,Down,Up
Ophio5|4300,XA68_14279,,,,NA,Up,Down,Down
Ophio5|4301,XA68_14280,GO:0000079|regulation of cyclin-dependent protein serine/threonine kinase activity;GO:0019901|protein kinase binding,PF08613.6|Cyclin;PF00134.18|Cyclin_N,,NA,Up,Up,Up
Ophio5|4302,XA68_14281,,,,NA,Down,Down,Down
Ophio5|4303,XA68_14282,,,,NA,Down,Down,Up
Ophio5|4304,XA68_14283,GO:0005524|ATP binding,PF00004.24|AAA,,NA,Up,Down,Down
Ophio5|4305,XA68_14284,,,,NA,Up,Up,Down
Ophio5|4306,XA68_14285,,,,NA,Up,Up,Up
Ophio5|4307,XA68_14286,"GO:0009103|lipopolysaccharide biosynthetic process;GO:0016020|membrane;GO:0005524|ATP binding;GO:0016773|phosphotransferase activity, alcohol group as acceptor",PF06293.9|Kdo,,NA,Down,Up,Up
Ophio5|4308,XA68_14287,,,,NA,Down,Down,Down
Ophio5|4309,XA68_14288,,PF12921.2|ATP13,,NA,Down,Down,Down
Ophio5|431,XA68_10428,GO:0046872|metal ion binding,PF00096.21|zf-C2H2;PF00096.21|zf-C2H2;PF13465.1|zf-H2C2_2,,NA,Down,Down,Up
Ophio5|4310,XA68_14289,,PF01423.17|LSM,,NA,Down,Down,Up
Ophio5|4311,XA68_14290,GO:0005525|GTP binding;GO:0003924|GTPase activity,PF00009.22|GTP_EFTU;PF03143.12|GTP_EFTU_D3;PF03144.20|GTP_EFTU_D2,,NA,Up,Up,Down
Ophio5|4312,XA68_14291,,PF02752.17|Arrestin_C,,NA,Down,Down,Down
Ophio5|4313,XA68_14292,,,,NA,Down,Down,Up
Ophio5|4314,XA68_14293,,PF11935.3|DUF3453,,NA,Down,Down,Up
Ophio5|4315,XA68_14294,,PF09813.4|Coiled-coil_56,,1,Down,Up,Up
Ophio5|4316,XA68_14295,,PF08598.6|Sds3,,NA,Down,Down,Up
Ophio5|4317,XA68_14296,GO:0003676|nucleic acid binding,PF00076.17|RRM_1;PF13893.1|RRM_5;PF14259.1|RRM_6,,NA,Up,Up,Down
Ophio5|4318,XA68_14297,GO:0043234|protein complex;GO:0006184|GTP catabolic process;GO:0003924|GTPase activity;GO:0005525|GTP binding;GO:0051258|protein polymerization,PF00091.20|Tubulin;PF03953.12|Tubulin_C,,NA,Down,Down,Down
Ophio5|4319,XA68_14298,,,,1,Down,Down,Down
Ophio5|432,XA68_10429,,PF14737.1|DUF4470;PF01753.13|zf-MYND,,NA,Up,Up,Down
Ophio5|4320,XA68_14299,,,,NA,Down,Down,Up
Ophio5|4321,XA68_14300,GO:0006412|translation;GO:0005840|ribosome;GO:0003735|structural constituent of ribosome,PF00203.16|Ribosomal_S19,,NA,Up,Up,Down
Ophio5|4322,XA68_14301,,,,NA,Up,Down,Down
Ophio5|4323,XA68_14302,,,,NA,Up,Down,Down
Ophio5|4324,XA68_14303,"GO:0000155|phosphorelay sensor kinase activity;GO:0005515|protein binding;GO:0006355|regulation of transcription, DNA-templated;GO:0005524|ATP binding;GO:0000156|phosphorelay response regulator activity;GO:0016020|membrane;GO:0018298|protein-chromophore linkage;GO:0000160|phosphorelay signal transduction system;GO:0009584|detection of visible light;GO:0007165|signal transduction",PF00360.15|PHY;PF02518.21|HATPase_c;PF00072.19|Response_reg;PF01590.21|GAF;PF00512.20|HisKA;PF08446.6|PAS_2,,NA,Down,Down,Up
Ophio5|4325,XA68_14304,,,,NA,Down,Down,Up
Ophio5|4326,XA68_14305,,PF02463.14|SMC_N;PF13476.1|AAA_23,,NA,Up,Up,Down
Ophio5|4327,XA68_14306,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr,,NA,Down,Down,Down
Ophio5|4328,XA68_14307,GO:0006099|tricarboxylic acid cycle;GO:0016829|lyase activity,PF00206.15|Lyase_1;PF10415.4|FumaraseC_C,,NA,Down,Down,Up
Ophio5|4329,XA68_14308,,PF12832.2|MFS_1_like,,10,Up,Up,Down
Ophio5|433,XA68_10430,GO:0044267|cellular protein metabolic process;GO:0005524|ATP binding,PF00118.19|Cpn60_TCP1,,NA,Up,Up,Up
Ophio5|4330,XA68_14309,,PF04757.9|Pex2_Pex12,,NA,Up,Down,Down
Ophio5|4331,XA68_14310,GO:0003824|catalytic activity;GO:0008152|metabolic process,PF01507.14|PAPS_reduct;PF01507.14|PAPS_reduct,,NA,Up,Up,Down
Ophio5|4332,XA68_14311,,,,NA,Up,Up,Down
Ophio5|4333,XA68_14312,GO:0008270|zinc ion binding;GO:0005515|protein binding,PF13639.1|zf-RING_2,,1,Down,Down,Down
Ophio5|4334,XA68_14313,,PF07217.6|Het-C,SignalP: has predicted secretion signal,1,Up,Up,Up
Ophio5|4335,XA68_14314,,,,NA,Up,Up,Down
Ophio5|4336,XA68_14315,,PF00505.14|HMG_box,,NA,Up,Up,Down
Ophio5|4337,XA68_14316,GO:0008080|N-acetyltransferase activity,PF00583.19|Acetyltransf_1;PF13508.1|Acetyltransf_7,,NA,Up,Up,Down
Ophio5|4338,XA68_14317,GO:0006629|lipid metabolic process;GO:0004806|triglyceride lipase activity,PF01764.20|Lipase_3,,NA,Up,Up,Down
Ophio5|4339,XA68_14318,,PF09747.4|DUF2052;PF09747.4|DUF2052,,NA,Down,Down,Up
Ophio5|434,XA68_10431,GO:0005737|cytoplasm,PF04194.8|PDCD2_C,,NA,Up,Up,Up
Ophio5|4340,XA68_14319,GO:0000156|phosphorelay response regulator activity;GO:0000160|phosphorelay signal transduction system,PF00072.19|Response_reg,,NA,Up,Up,Down
Ophio5|4341,XA68_14320,,PF12298.3|Bot1p,,NA,Up,Up,Up
Ophio5|4342,XA68_14321,,,,NA,Up,Down,Down
Ophio5|4343,XA68_14322,,,,4,Up,Up,Down
Ophio5|4344,XA68_14323,,,,NA,Down,Down,Down
Ophio5|4345,XA68_14324,,,,NA,Up,Down,Down
Ophio5|4346,NA,,,,NA,Down,Down,Up
Ophio5|4347,XA68_14325,,,,NA,Down,Down,Up
Ophio5|4348,XA68_14326,,,,3,Down,Down,Up
Ophio5|4349,XA68_14327,"GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding",PF00067.17|p450,,1,Up,Down,Down
Ophio5|435,XA68_10432,,PF10075.4|PCI_Csn8;PF03399.11|SAC3_GANP,,NA,Up,Up,Down
Ophio5|4350,XA68_14328,GO:0004594|pantothenate kinase activity;GO:0015937|coenzyme A biosynthetic process;GO:0005524|ATP binding,PF03630.9|Fumble,,NA,Down,Down,Down
Ophio5|4351,XA68_14329,,,,2,Down,Up,Up
Ophio5|4352,XA68_14330,"GO:0016706|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors;GO:0055114|oxidation-reduction process;GO:0016491|oxidoreductase activity",PF13640.1|2OG-FeII_Oxy_3;PF03171.15|2OG-FeII_Oxy;PF13661.1|2OG-FeII_Oxy_4,,NA,Up,Down,Down
Ophio5|4353,XA68_14331,,PF08238.7|Sel1;PF08238.7|Sel1;PF08238.7|Sel1;PF08238.7|Sel1;PF08238.7|Sel1;PF08238.7|Sel1;PF08238.7|Sel1,,NA,Up,Up,Up
Ophio5|4354,XA68_14332,,PF00188.21|CAP,SignalP: has predicted secretion signal,NA,Down,Up,Up
Ophio5|4355,XA68_14333,,,,NA,Down,Up,Up
Ophio5|4356,XA68_14334,GO:0016021|integral component of membrane;GO:0055085|transmembrane transport;GO:0022857|transmembrane transporter activity,PF07690.11|MFS_1;PF00083.19|Sugar_tr,,12,Down,Up,Up
Ophio5|4357,XA68_14335,,,,NA,Up,Up,Down
Ophio5|4358,XA68_14336,,,,NA,Up,Up,Down
Ophio5|4359,XA68_14337,,,,NA,Up,Down,Down
Ophio5|436,XA68_10433,GO:0006281|DNA repair;GO:0005524|ATP binding;GO:0006310|DNA recombination;GO:0003677|DNA binding;GO:0003910|DNA ligase (ATP) activity,PF01068.16|DNA_ligase_A_M;PF04675.9|DNA_ligase_A_N;PF04679.10|DNA_ligase_A_C,,NA,Down,Down,Up
Ophio5|4360,XA68_14338,,PF01636.18|APH,,NA,Down,Down,Up
Ophio5|4361,XA68_14339,GO:0046872|metal ion binding;GO:0055114|oxidation-reduction process;GO:0004784|superoxide dismutase activity;GO:0006801|superoxide metabolic process,PF02777.13|Sod_Fe_C;PF00081.17|Sod_Fe_N,,NA,Down,Down,Up
Ophio5|4362,XA68_14340,,PF04678.8|DUF607,,2,Down,Down,Up
Ophio5|4363,XA68_14341,,PF13523.1|Acetyltransf_8,,NA,Up,Down,Down
Ophio5|4364,XA68_14342,GO:0003824|catalytic activity,PF13507.1|GATase_5;PF02769.17|AIRS_C;PF02769.17|AIRS_C;PF00586.19|AIRS,,NA,Down,Up,Up
Ophio5|4365,XA68_14343,,,SignalP: has predicted secretion signal,NA,Down,Down,Down
Ophio5|4366,XA68_14344,GO:0007049|cell cycle;GO:0005525|GTP binding,PF00735.13|Septin;PF00735.13|Septin,,1,Down,Down,Up
Ophio5|4367,XA68_14345,,,SignalP: has predicted secretion signal,NA,Down,Up,Up
Ophio5|4368,XA68_14346,,PF11309.3|DUF3112,,7,Up,Up,Up
Ophio5|4369,XA68_14347,"GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding",PF00067.17|p450,,1,=,Up,Up
Ophio5|437,XA68_10434,,,SignalP: has predicted secretion signal,NA,Down,Down,Down
Ophio5|4370,XA68_14348,GO:0016491|oxidoreductase activity;GO:0008152|metabolic process,PF00106.20|adh_short;PF13561.1|adh_short_C2;PF08659.5|KR,,NA,Down,Down,=
Ophio5|4371,XA68_14349,GO:0006582|melanin metabolic process;GO:0030411|scytalone dehydratase activity,PF02982.9|Scytalone_dh,,NA,Up,Up,Up
Ophio5|4372,XA68_14350,,PF05347.10|Complex1_LYR;PF13232.1|Complex1_LYR_1,,NA,Up,Down,Down
Ophio5|4373,XA68_14351,GO:0008033|tRNA processing;GO:0055114|oxidation-reduction process;GO:0050660|flavin adenine dinucleotide binding;GO:0017150|tRNA dihydrouridine synthase activity,PF01207.12|Dus,,NA,Up,Up,Down
Ophio5|4374,XA68_14352,GO:0005737|cytoplasm;GO:0006887|exocytosis;GO:0048278|vesicle docking,PF07393.6|Sec10,,NA,Up,Up,Down
Ophio5|4375,XA68_14353,"GO:0016765|transferase activity, transferring alkyl or aryl (other than methyl) groups",PF01255.14|Prenyltransf,,NA,Up,Up,Down
Ophio5|4376,XA68_14354,,PF13532.1|2OG-FeII_Oxy_2,,NA,Up,Down,Down
Ophio5|4377,XA68_14355,GO:0016740|transferase activity,PF02475.11|Met_10,,NA,Up,Up,Up
Ophio5|4378,XA68_14356,,PF08550.5|DUF1752,,NA,Up,Up,Up
Ophio5|4379,XA68_14357,,,,NA,Up,Up,Up
Ophio5|438,XA68_10435,GO:0030117|membrane coat;GO:0006886|intracellular protein transport;GO:0016192|vesicle-mediated transport,PF01602.15|Adaptin_N;PF12717.2|Cnd1;PF13646.1|HEAT_2,,NA,Up,Up,Down
Ophio5|4380,XA68_14358,,,,NA,Down,Down,Up
Ophio5|4381,XA68_14359,,,,4,Down,Down,Up
Ophio5|4382,XA68_14360,GO:0006281|DNA repair;GO:0003913|DNA photolyase activity,PF03441.9|FAD_binding_7;PF00875.13|DNA_photolyase,,NA,Up,Down,Down
Ophio5|4383,XA68_14361,,,,NA,Down,Up,Up
Ophio5|4384,XA68_14362,,,,NA,Up,Up,Down
Ophio5|4385,XA68_14363,,,SignalP: has predicted secretion signal; SSP: small secreted protein,NA,Up,Down,Down
Ophio5|4386,XA68_14364,,,,NA,Up,Up,Up
Ophio5|4387,XA68_14365,,PF15411.1|PH_10;PF13768.1|VWA_3;PF00092.23|VWA,,NA,Up,Up,Down
Ophio5|4388,XA68_14366,,,,NA,Up,Up,Down
Ophio5|4389,XA68_14367,,PF04118.9|Dopey_N,,NA,Down,Down,Down
Ophio5|439,XA68_10436,,PF01722.13|BolA,,NA,Down,Down,Down
Ophio5|4390,XA68_14368,,PF03164.9|Mon1,,NA,Up,Up,Down
Ophio5|4391,XA68_14369,,,,NA,Up,Down,Down
Ophio5|4392,XA68_14370,,,,NA,Down,Down,Down
Ophio5|4393,XA68_14371,,,,NA,Up,Up,Down
Ophio5|4394,XA68_14372,,,SignalP: has predicted secretion signal,1,Up,Up,Down
Ophio5|4395,XA68_14373,GO:0006412|translation;GO:0005840|ribosome;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular,PF00366.15|Ribosomal_S17,,NA,Up,Up,Up
