arb2_gene,gene_name,blast_annot,GOs,pfams,signalP,SSP,TMHMM,sc16a_homolog
Ophcf2|02685,GQ602_002685,phosphoinositide phosphatase,"GO:0003824|catalytic activity; GO:0016787|hydrolase activity; GO:0003674|molecular_function; GO:0016788|hydrolase activity, acting on ester bonds; GO:0042578|phosphoric ester hydrolase activity;",PF02383|Syja_N;,NA,NA,2;,Ophio5|6944
Ophcf2|02686,GQ602_002686,related to acyl-CoA transferases/carnitine dehydratase,GO:0003824|catalytic activity; GO:0003674|molecular_function;,PF02515|CoA_transf_3;,NA,NA,NA,Ophio5|2344
Ophcf2|02687,GQ602_002687,succinate dehydrogenase (ubiquinone) membrane anchor subunit,NA,PF05328|CybS;,NA,NA,NA,Ophio5|5236
Ophcf2|02688,GQ602_002688,tyrosyl-trna synthetase,"GO:0035639|purine ribonucleoside triphosphate binding; GO:0016874|ligase activity; GO:0097159|organic cyclic compound binding; GO:0043436|oxoacid metabolic process; GO:0003674|molecular_function; GO:0019752|carboxylic acid metabolic process; GO:0032553|ribonucleotide binding; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0008144|drug binding; GO:0005488|binding; GO:0043170|macromolecule metabolic process; GO:0044237|cellular metabolic process; GO:0004812|aminoacyl-tRNA ligase activity; GO:0043039|tRNA aminoacylation; GO:0006082|organic acid metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0034660|ncRNA metabolic process; GO:0003723|RNA binding; GO:0043167|ion binding; GO:0000166|nucleotide binding; GO:0006725|cellular aromatic compound metabolic process; GO:0046483|heterocycle metabolic process; GO:0043168|anion binding; GO:0140098|catalytic activity, acting on RNA; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0003676|nucleic acid binding; GO:0003824|catalytic activity; GO:0006139|nucleobase-containing compound metabolic process; GO:0006399|tRNA metabolic process; GO:0017076|purine nucleotide binding; GO:0005524|ATP binding; GO:0006418|tRNA aminoacylation for protein translation; GO:0044281|small molecule metabolic process; GO:0032559|adenyl ribonucleotide binding; GO:0034641|cellular nitrogen compound metabolic process; GO:0140101|catalytic activity, acting on a tRNA; GO:0044238|primary metabolic process; GO:0006520|cellular amino acid metabolic process; GO:1901265|nucleoside phosphate binding; GO:0016875|ligase activity, forming carbon-oxygen bonds; GO:0032555|purine ribonucleotide binding; GO:0008150|biological_process; GO:0036094|small molecule binding; GO:1901360|organic cyclic compound metabolic process; GO:0090304|nucleic acid metabolic process; GO:0043038|amino acid activation; GO:1901564|organonitrogen compound metabolic process; GO:0016070|RNA metabolic process; GO:0008152|metabolic process; GO:0030554|adenyl nucleotide binding;",PF16714|TyrRSs_C; PF00579|tRNA-synt_1b;,NA,NA,NA,Ophio5|5235
Ophcf2|02689,GQ602_002689,Nitrogen permease regulator 2,NA,PF06218|NPR2;,NA,NA,NA,Ophio5|5234
Ophcf2|02690,GQ602_002690,Deubiquitination-protection protein dph1,GO:0003674|molecular_function; GO:0005488|binding; GO:0005515|protein binding;,PF00240|ubiquitin; PF00627|UBA;,NA,NA,NA,Ophio5|5233
Ophcf2|02691,GQ602_002691,"Extracellular membrane protein, CFEM domain protein",NA,PF05730|CFEM;,Has signal peptide;,NA,6;,Ophio5|5232
Ophcf2|02692,GQ602_002692,hypothetical protein CDD80_1696,NA,NA,NA,NA,NA,NA
Ophcf2|02693,GQ602_002693,"Transcription factor, FAR1-related protein",NA,NA,NA,NA,NA,Ophio5|5093
Ophcf2|02694,GQ602_002694,NADPH2:quinone reductase,GO:0008152|metabolic process; GO:0008150|biological_process; GO:0055114|oxidation-reduction process;,PF00107|ADH_zinc_N; PF13602|ADH_zinc_N_2; PF08240|ADH_N;,NA,NA,NA,Ophio5|1849
Ophcf2|02695,GQ602_002695,Armadillo-type fold protein,GO:0051641|cellular localization; GO:0003674|molecular_function; GO:0005488|binding; GO:0046907|intracellular transport; GO:0006886|intracellular protein transport; GO:0051649|establishment of localization in cell; GO:0051020|GTPase binding; GO:0045184|establishment of protein localization; GO:0019899|enzyme binding; GO:0005515|protein binding; GO:0017016|Ras GTPase binding; GO:0042886|amide transport; GO:0051234|establishment of localization; GO:0006810|transport; GO:0008536|Ran GTPase binding; GO:0031267|small GTPase binding; GO:0033036|macromolecule localization; GO:0071705|nitrogen compound transport; GO:0051179|localization; GO:0015031|protein transport; GO:0008104|protein localization; GO:0071702|organic substance transport; GO:0008150|biological_process; GO:0015833|peptide transport;,PF03810|IBN_N;,NA,NA,NA,Ophio5|1848
Ophcf2|02696,GQ602_002696,threonyl-tRNA synthetase,"GO:0035639|purine ribonucleoside triphosphate binding; GO:0016874|ligase activity; GO:0097159|organic cyclic compound binding; GO:0043436|oxoacid metabolic process; GO:0003674|molecular_function; GO:0019752|carboxylic acid metabolic process; GO:0032553|ribonucleotide binding; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0008144|drug binding; GO:0005488|binding; GO:0043170|macromolecule metabolic process; GO:0044237|cellular metabolic process; GO:0004812|aminoacyl-tRNA ligase activity; GO:0043039|tRNA aminoacylation; GO:0006082|organic acid metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0034660|ncRNA metabolic process; GO:0043167|ion binding; GO:0000166|nucleotide binding; GO:0006725|cellular aromatic compound metabolic process; GO:0046483|heterocycle metabolic process; GO:0043168|anion binding; GO:0140098|catalytic activity, acting on RNA; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0003824|catalytic activity; GO:0006139|nucleobase-containing compound metabolic process; GO:0006399|tRNA metabolic process; GO:0017076|purine nucleotide binding; GO:0005524|ATP binding; GO:0006418|tRNA aminoacylation for protein translation; GO:0044281|small molecule metabolic process; GO:0032559|adenyl ribonucleotide binding; GO:0034641|cellular nitrogen compound metabolic process; GO:0140101|catalytic activity, acting on a tRNA; GO:0044238|primary metabolic process; GO:0006520|cellular amino acid metabolic process; GO:1901265|nucleoside phosphate binding; GO:0016875|ligase activity, forming carbon-oxygen bonds; GO:0032555|purine ribonucleotide binding; GO:0008150|biological_process; GO:0036094|small molecule binding; GO:1901360|organic cyclic compound metabolic process; GO:0090304|nucleic acid metabolic process; GO:0043038|amino acid activation; GO:1901564|organonitrogen compound metabolic process; GO:0016070|RNA metabolic process; GO:0008152|metabolic process; GO:0030554|adenyl nucleotide binding;",PF00587|tRNA-synt_2b; PF03129|HGTP_anticodon;,NA,NA,NA,Ophio5|1847
Ophcf2|02697,GQ602_002697,Helix-loop-helix DNA-binding protein,GO:0003674|molecular_function; GO:0005488|binding; GO:0046983|protein dimerization activity; GO:0005515|protein binding;,PF00010|HLH;,NA,NA,NA,Ophio5|1846
Ophcf2|02698,GQ602_002698,Maf-like protein,"GO:0003824|catalytic activity; GO:0047429|nucleoside-triphosphate diphosphatase activity; GO:0016787|hydrolase activity; GO:0016818|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; GO:0003674|molecular_function; GO:0016462|pyrophosphatase activity; GO:0016817|hydrolase activity, acting on acid anhydrides;",PF02545|Maf;,NA,NA,NA,Ophio5|1845
Ophcf2|02699,GQ602_002699,Bromodomain protein,GO:0003674|molecular_function; GO:0005488|binding; GO:0005515|protein binding;,PF00439|Bromodomain;,NA,NA,NA,Ophio5|1843
Ophcf2|02700,GQ602_002700,hypothetical protein CDD80_2729,NA,NA,NA,NA,1;,Ophio5|1842
Ophcf2|02701,GQ602_002701,arsenate reductase,NA,PF12955|DUF3844;,Has signal peptide;,NA,1;,Ophio5|1841
Ophcf2|02702,GQ602_002702,LSM domain-containing protein,NA,PF01423|LSM;,NA,NA,NA,Ophio5|1840
Ophcf2|02703,GQ602_002703,nineteen complex-related protein 2 domain-containing protein,NA,NA,NA,NA,NA,Ophio5|1839
Ophcf2|02704,GQ602_002704,heat shock protein,GO:0003674|molecular_function; GO:0005488|binding; GO:0005515|protein binding;,PF17830|STI1; PF00515|TPR_1; PF13176|TPR_7; PF13424|TPR_12; PF13181|TPR_8; PF13432|TPR_16;,NA,NA,NA,Ophio5|1838
Ophcf2|02705,GQ602_002705,ZIP family zinc transporter,GO:0022890|inorganic cation transmembrane transporter activity; GO:0022857|transmembrane transporter activity; GO:0051234|establishment of localization; GO:0015075|ion transmembrane transporter activity; GO:0005575|cellular_component; GO:0006812|cation transport; GO:0003674|molecular_function; GO:0006810|transport; GO:0008150|biological_process; GO:0030001|metal ion transport; GO:0008324|cation transmembrane transporter activity; GO:0046873|metal ion transmembrane transporter activity; GO:0006811|ion transport; GO:0051179|localization; GO:0016020|membrane; GO:0005215|transporter activity; GO:0055085|transmembrane transport; GO:0015318|inorganic molecular entity transmembrane transporter activity;,PF02535|Zip;,NA,NA,8;,Ophio5|1837
Ophcf2|02706,GQ602_002706,hypothetical protein CDD80_2735,NA,NA,NA,NA,NA,NA
Ophcf2|02707,GQ602_002707,Sodium/hydrogen exchanger family protein,GO:0022890|inorganic cation transmembrane transporter activity; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0008324|cation transmembrane transporter activity; GO:0006811|ion transport; GO:0022857|transmembrane transporter activity; GO:0015077|monovalent inorganic cation transmembrane transporter activity; GO:0015078|proton transmembrane transporter activity; GO:0022804|active transmembrane transporter activity; GO:0015318|inorganic molecular entity transmembrane transporter activity; GO:0051234|establishment of localization; GO:0015291|secondary active transmembrane transporter activity; GO:0006812|cation transport; GO:0006810|transport; GO:0015298|solute:cation antiporter activity; GO:0015299|solute:proton antiporter activity; GO:0051179|localization; GO:0015075|ion transmembrane transporter activity; GO:0016021|integral component of membrane; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0015297|antiporter activity; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF00999|Na_H_Exchanger;,NA,NA,12;,Ophio5|1836
Ophcf2|02708,GQ602_002708,Repressible high-affinity phosphate permease,GO:0022857|transmembrane transporter activity; GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0016021|integral component of membrane; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF07690|MFS_1; PF00083|Sugar_tr;,NA,NA,11;,Ophio5|1835
Ophcf2|02709,GQ602_002709,"Acetyltransferase, GNAT family",NA,PF00583|Acetyltransf_1;,NA,NA,2;,Ophio5|1834
Ophcf2|02710,GQ602_002710,hemerythrin HHE cation binding domain-containing protein,NA,NA,NA,NA,NA,Ophio5|1833
Ophcf2|02711,GQ602_002711,---NA---,NA,NA,NA,NA,NA,NA
Ophcf2|02712,GQ602_002712,HET-domain-containing protein,NA,NA,NA,NA,NA,Ophio5|2076
Ophcf2|02713,GQ602_002713,Ctr copper transporter family protein,GO:0022890|inorganic cation transmembrane transporter activity; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0000041|transition metal ion transport; GO:0008324|cation transmembrane transporter activity; GO:0046873|metal ion transmembrane transporter activity; GO:0006811|ion transport; GO:0046915|transition metal ion transmembrane transporter activity; GO:0030001|metal ion transport; GO:0034220|ion transmembrane transport; GO:0035434|copper ion transmembrane transport; GO:0022857|transmembrane transporter activity; GO:0098660|inorganic ion transmembrane transport; GO:0005375|copper ion transmembrane transporter activity; GO:0098655|cation transmembrane transport; GO:0015318|inorganic molecular entity transmembrane transporter activity; GO:0098662|inorganic cation transmembrane transport; GO:0051234|establishment of localization; GO:0006812|cation transport; GO:0006810|transport; GO:0051179|localization; GO:0015075|ion transmembrane transporter activity; GO:0016021|integral component of membrane; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0006825|copper ion transport; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF04145|Ctr;,NA,NA,2;,Ophio5|1830
Ophcf2|02714,GQ602_002714,membrane-associating domain-containing protein,NA,NA,NA,NA,4;,Ophio5|1828
Ophcf2|02715,GQ602_002715,ENTH domain-containing protein,NA,PF01417|ENTH;,NA,NA,NA,Ophio5|1827
Ophcf2|02716,GQ602_002716,peptidylprolyl isomerase,"GO:0003755|peptidyl-prolyl cis-trans isomerase activity; GO:0006464|cellular protein modification process; GO:0003674|molecular_function; GO:0000413|protein peptidyl-prolyl isomerization; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0016859|cis-trans isomerase activity; GO:0044267|cellular protein metabolic process; GO:0043412|macromolecule modification; GO:0140096|catalytic activity, acting on a protein; GO:0043170|macromolecule metabolic process; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0018193|peptidyl-amino acid modification; GO:0044260|cellular macromolecule metabolic process; GO:0003824|catalytic activity; GO:0018208|peptidyl-proline modification; GO:0016853|isomerase activity; GO:0019538|protein metabolic process; GO:0044238|primary metabolic process; GO:0036211|protein modification process; GO:0008150|biological_process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process;",PF00160|Pro_isomerase;,NA,NA,NA,Ophio5|1826
Ophcf2|02717,GQ602_002717,DNA-directed RNA polymerase III subunit rpc6,"GO:0018130|heterocycle biosynthetic process; GO:0005575|cellular_component; GO:0097659|nucleic acid-templated transcription; GO:0000428|DNA-directed RNA polymerase complex; GO:0006351|transcription, DNA-templated; GO:0034654|nucleobase-containing compound biosynthetic process; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0044424|intracellular part; GO:0032991|protein-containing complex; GO:0030880|RNA polymerase complex; GO:1990234|transferase complex; GO:0043170|macromolecule metabolic process; GO:0005666|RNA polymerase III complex; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0044260|cellular macromolecule metabolic process; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0019438|aromatic compound biosynthetic process; GO:0006725|cellular aromatic compound metabolic process; GO:0009059|macromolecule biosynthetic process; GO:0046483|heterocycle metabolic process; GO:0044464|cell part; GO:0044446|intracellular organelle part; GO:0006139|nucleobase-containing compound metabolic process; GO:0034645|cellular macromolecule biosynthetic process; GO:0061695|transferase complex, transferring phosphorus-containing groups; GO:0044422|organelle part; GO:0055029|nuclear DNA-directed RNA polymerase complex; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:1901362|organic cyclic compound biosynthetic process; GO:0008150|biological_process; GO:0006383|transcription by RNA polymerase III; GO:0044249|cellular biosynthetic process; GO:1901360|organic cyclic compound metabolic process; GO:0090304|nucleic acid metabolic process; GO:1901576|organic substance biosynthetic process; GO:0016070|RNA metabolic process; GO:1902494|catalytic complex; GO:0008152|metabolic process; GO:0032774|RNA biosynthetic process; GO:0044428|nuclear part;",PF05158|RNA_pol_Rpc34;,NA,NA,NA,Ophio5|1825
Ophcf2|02718,GQ602_002718,Histone deacetylase RPD3,NA,PF00850|Hist_deacetyl;,NA,NA,NA,Ophio5|1824
Ophcf2|02719,GQ602_002719,26S proteasome regulatory subunit rpn11,GO:0003674|molecular_function; GO:0005488|binding; GO:0005515|protein binding;,PF01398|JAB; PF13012|MitMem_reg; PF14464|Prok-JAB;,NA,NA,NA,Ophio5|1823
Ophcf2|02720,GQ602_002720,26S proteasome regulatory subunit rpn11,NA,NA,NA,NA,NA,Ophio5|1823
Ophcf2|02721,GQ602_002721,Serine/threonine-protein kinase srk1,"GO:0035639|purine ribonucleoside triphosphate binding; GO:0006464|cellular protein modification process; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0016772|transferase activity, transferring phosphorus-containing groups; GO:0032553|ribonucleotide binding; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0016301|kinase activity; GO:0006468|protein phosphorylation; GO:0008144|drug binding; GO:0044267|cellular protein metabolic process; GO:0043412|macromolecule modification; GO:0140096|catalytic activity, acting on a protein; GO:0005488|binding; GO:0043170|macromolecule metabolic process; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0044260|cellular macromolecule metabolic process; GO:0043167|ion binding; GO:0000166|nucleotide binding; GO:0043168|anion binding; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0003824|catalytic activity; GO:0006796|phosphate-containing compound metabolic process; GO:0017076|purine nucleotide binding; GO:0019538|protein metabolic process; GO:0005524|ATP binding; GO:0032559|adenyl ribonucleotide binding; GO:0004672|protein kinase activity; GO:0044238|primary metabolic process; GO:0036211|protein modification process; GO:1901265|nucleoside phosphate binding; GO:0006793|phosphorus metabolic process; GO:0016740|transferase activity; GO:0032555|purine ribonucleotide binding; GO:0008150|biological_process; GO:0036094|small molecule binding; GO:0016310|phosphorylation; GO:1901564|organonitrogen compound metabolic process; GO:0016773|phosphotransferase activity, alcohol group as acceptor; GO:0008152|metabolic process; GO:0030554|adenyl nucleotide binding;",PF07714|Pkinase_Tyr; PF00069|Pkinase;,Has signal peptide;,NA,NA,Ophio5|1822
